,demand_R1,PV_B_R1,WindOnshore_B_R1,PV_N_R1,WindOnshore_N_R1,Wave_N_R1,WindOffshore_N_R1,demand_R2,PV_B_R2,WindOnshore_B_R2,PV_N_R2,WindOnshore_N_R2,Wave_N_R2,WindOffshore_N_R2,demand_R3,PV_B_R3,WindOnshore_B_R3,PV_N_R3,WindOnshore_N_R3,Wave_N_R3,WindOffshore_N_R3,demand_R4,PV_B_R4,WindOnshore_B_R4,PV_N_R4,WindOnshore_N_R4,Wave_N_R4,WindOffshore_N_R4
t3943,7.953527,0,2950.157,0,2950.157,429.6554923,268.8247986,7.953527,0,2950.157,0,2950.157,429.6554923,268.8247986,7.953527,0,2950.157,0,2950.157,429.6554923,268.8247986,7.953527,0,2950.157,0,2950.157,429.6554923,268.8247986
t3944,8.12419,760.9356,1060.287,760.9356,1060.287,420.4752445,301.5138855,8.12419,760.9356,1060.287,760.9356,1060.287,420.4752445,301.5138855,8.12419,760.9356,1060.287,760.9356,1060.287,420.4752445,301.5138855,8.12419,760.9356,1060.287,760.9356,1060.287,420.4752445,301.5138855
t3945,8.050812,1062.566,1596.979,1062.566,1596.979,405.8363736,354.7677917,8.050812,1062.566,1596.979,1062.566,1596.979,405.8363736,354.7677917,8.050812,1062.566,1596.979,1062.566,1596.979,405.8363736,354.7677917,8.050812,1062.566,1596.979,1062.566,1596.979,405.8363736,354.7677917
t3946,7.994217,2103.644,1209.359,2103.644,1209.359,387.9211545,350.7034912,7.994217,2103.644,1209.359,2103.644,1209.359,387.9211545,350.7034912,7.994217,2103.644,1209.359,2103.644,1209.359,387.9211545,350.7034912,7.994217,2103.644,1209.359,2103.644,1209.359,387.9211545,350.7034912
t3947,7.728163,3250.765,123.7778,3250.765,123.7778,389.6869719,359.3092651,7.728163,3250.765,123.7778,3250.765,123.7778,389.6869719,359.3092651,7.728163,3250.765,123.7778,3250.765,123.7778,389.6869719,359.3092651,7.728163,3250.765,123.7778,3250.765,123.7778,389.6869719,359.3092651
t3948,7.670381,3496.773,223.5655,3496.773,223.5655,391.4527893,230.3368225,7.670381,3496.773,223.5655,3496.773,223.5655,391.4527893,230.3368225,7.670381,3496.773,223.5655,3496.773,223.5655,391.4527893,230.3368225,7.670381,3496.773,223.5655,3496.773,223.5655,391.4527893,230.3368225
t3949,7.665104,3725.758,706.7381,3725.758,706.7381,392.195791,225.5317383,7.665104,3725.758,706.7381,3725.758,706.7381,392.195791,225.5317383,7.665104,3725.758,706.7381,3725.758,706.7381,392.195791,225.5317383,7.665104,3725.758,706.7381,3725.758,706.7381,392.195791,225.5317383
t3950,7.669421,3638.119,1574.398,3638.119,1574.398,390.9418285,170.9073334,7.669421,3638.119,1574.398,3638.119,1574.398,390.9418285,170.9073334,7.669421,3638.119,1574.398,3638.119,1574.398,390.9418285,170.9073334,7.669421,3638.119,1574.398,3638.119,1574.398,390.9418285,170.9073334
t3951,7.80381,3313.023,4184.349,3313.023,4184.349,389.687866,119.4807816,7.80381,3313.023,4184.349,3313.023,4184.349,389.687866,119.4807816,7.80381,3313.023,4184.349,3313.023,4184.349,389.687866,119.4807816,7.80381,3313.023,4184.349,3313.023,4184.349,389.687866,119.4807816
t3952,7.979161,2806.266,738.7681,2806.266,738.7681,388.4339333,111.7531586,7.979161,2806.266,738.7681,2806.266,738.7681,388.4339333,111.7531586,7.979161,2806.266,738.7681,2806.266,738.7681,388.4339333,111.7531586,7.979161,2806.266,738.7681,2806.266,738.7681,388.4339333,111.7531586
t3953,8.111279,2042.659,1044.288,2042.659,1044.288,388.674885,122.3758698,8.111279,2042.659,1044.288,2042.659,1044.288,388.674885,122.3758698,8.111279,2042.659,1044.288,2042.659,1044.288,388.674885,122.3758698,8.111279,2042.659,1044.288,2042.659,1044.288,388.674885,122.3758698
t3954,8.174659,656.4469,611.2075,656.4469,611.2075,388.9158666,131.9502869,8.174659,656.4469,611.2075,656.4469,611.2075,388.9158666,131.9502869,8.174659,656.4469,611.2075,656.4469,611.2075,388.9158666,131.9502869,8.174659,656.4469,611.2075,656.4469,611.2075,388.9158666,131.9502869
t3955,9.378819,0,0,0,0,389.1568482,110.8768616,9.378819,0,0,0,0,389.1568482,110.8768616,9.378819,0,0,0,0,389.1568482,110.8768616,9.378819,0,0,0,0,389.1568482,110.8768616
t3956,9.846967,0,401.325,0,401.325,388.3003294,130.1195831,9.846967,0,401.325,0,401.325,388.3003294,130.1195831,9.846967,0,401.325,0,401.325,388.3003294,130.1195831,9.846967,0,401.325,0,401.325,388.3003294,130.1195831
t3957,9.33516,0,194.0927,0,194.0927,387.4438107,146.0971527,9.33516,0,194.0927,0,194.0927,387.4438107,146.0971527,9.33516,0,194.0927,0,194.0927,387.4438107,146.0971527,9.33516,0,194.0927,0,194.0927,387.4438107,146.0971527
t3958,8.770506,0,0,0,0,386.587292,178.9066315,8.770506,0,0,0,0,386.587292,178.9066315,8.770506,0,0,0,0,386.587292,178.9066315,8.770506,0,0,0,0,386.587292,178.9066315
t3959,8.275687,0,466.0467,0,466.0467,383.2493424,258.0620422,8.275687,0,466.0467,0,466.0467,383.2493424,258.0620422,8.275687,0,466.0467,0,466.0467,383.2493424,258.0620422,8.275687,0,466.0467,0,466.0467,383.2493424,258.0620422
t3960,7.814933,0,401.8563,0,401.8563,380.0073862,276.8549194,7.814933,0,401.8563,0,401.8563,380.0073862,276.8549194,7.814933,0,401.8563,0,401.8563,380.0073862,276.8549194,7.814933,0,401.8563,0,401.8563,380.0073862,276.8549194
t3961,7.553,0,192.5497,0,192.5497,376.2728572,221.8966217,7.553,0,192.5497,0,192.5497,376.2728572,221.8966217,7.553,0,192.5497,0,192.5497,376.2728572,221.8966217,7.553,0,192.5497,0,192.5497,376.2728572,221.8966217
t3962,7.504824,0,450.4201,0,450.4201,377.8756559,194.105484,7.504824,0,450.4201,0,450.4201,377.8756559,194.105484,7.504824,0,450.4201,0,450.4201,377.8756559,194.105484,7.504824,0,450.4201,0,450.4201,377.8756559,194.105484
t3963,7.484653,0,139.1749,0,139.1749,378.7558377,206.8636627,7.484653,0,139.1749,0,139.1749,378.7558377,206.8636627,7.484653,0,139.1749,0,139.1749,378.7558377,206.8636627,7.484653,0,139.1749,0,139.1749,378.7558377,206.8636627
t3964,7.440856,0,341.7802,0,341.7802,379.624933,221.9416046,7.440856,0,341.7802,0,341.7802,379.624933,221.9416046,7.440856,0,341.7802,0,341.7802,379.624933,221.9416046,7.440856,0,341.7802,0,341.7802,379.624933,221.9416046
t3965,7.410796,0,944.428,0,944.428,385.7404888,251.1342773,7.410796,0,944.428,0,944.428,385.7404888,251.1342773,7.410796,0,944.428,0,944.428,385.7404888,251.1342773,7.410796,0,944.428,0,944.428,385.7404888,251.1342773
t3966,8.071205,0,1447.471,0,1447.471,392.1795785,273.2167969,8.071205,0,1447.471,0,1447.471,392.1795785,273.2167969,8.071205,0,1447.471,0,1447.471,392.1795785,273.2167969,8.071205,0,1447.471,0,1447.471,392.1795785,273.2167969
t3967,8.88673,0,2980.146,0,2980.146,398.6186683,319.2907104,8.88673,0,2980.146,0,2980.146,398.6186683,319.2907104,8.88673,0,2980.146,0,2980.146,398.6186683,319.2907104,8.88673,0,2980.146,0,2980.146,398.6186683,319.2907104
t3968,9.222543,645.3688,4500,645.3688,4500,403.1071067,343.3622742,9.222543,645.3688,4500,645.3688,4500,403.1071067,343.3622742,9.222543,645.3688,4500,645.3688,4500,403.1071067,343.3622742,9.222543,645.3688,4500,645.3688,4500,403.1071067,343.3622742
t3969,8.214923,1719.782,3691.93,1719.782,3691.93,406.7604244,281.4004822,8.214923,1719.782,3691.93,1719.782,3691.93,406.7604244,281.4004822,8.214923,1719.782,3691.93,1719.782,3691.93,406.7604244,281.4004822,8.214923,1719.782,3691.93,1719.782,3691.93,406.7604244,281.4004822
t3970,8.219558,2957.506,4500,2957.506,4500,409.8475873,213.0135498,8.219558,2957.506,4500,2957.506,4500,409.8475873,213.0135498,8.219558,2957.506,4500,2957.506,4500,409.8475873,213.0135498,8.219558,2957.506,4500,2957.506,4500,409.8475873,213.0135498
t3971,7.878983,3571.375,4500,3571.375,4500,412.2827649,251.0144501,7.878983,3571.375,4500,3571.375,4500,412.2827649,251.0144501,7.878983,3571.375,4500,3571.375,4500,412.2827649,251.0144501,7.878983,3571.375,4500,3571.375,4500,412.2827649,251.0144501
t3972,7.694022,4068.969,4500,4068.969,4500,414.7179425,206.6109467,7.694022,4068.969,4500,4068.969,4500,414.7179425,206.6109467,7.694022,4068.969,4500,4068.969,4500,414.7179425,206.6109467,7.694022,4068.969,4500,4068.969,4500,414.7179425,206.6109467
t3973,7.752816,4253.396,4500,4253.396,4500,416.7230427,211.2783966,7.752816,4253.396,4500,4253.396,4500,416.7230427,211.2783966,7.752816,4253.396,4500,4253.396,4500,416.7230427,211.2783966,7.752816,4253.396,4500,4253.396,4500,416.7230427,211.2783966
t3974,7.969522,3237.089,4500,3237.089,4500,417.2738492,275.3308411,7.969522,3237.089,4500,3237.089,4500,417.2738492,275.3308411,7.969522,3237.089,4500,3237.089,4500,417.2738492,275.3308411,7.969522,3237.089,4500,3237.089,4500,417.2738492,275.3308411
t3975,8.420302,3103.225,4496.375,3103.225,4496.375,417.824626,358.84729,8.420302,3103.225,4496.375,3103.225,4496.375,417.824626,358.84729,8.420302,3103.225,4496.375,3103.225,4496.375,417.824626,358.84729,8.420302,3103.225,4496.375,3103.225,4496.375,417.824626,358.84729
t3976,8.585395,2014.534,4500,2014.534,4500,418.6371565,486.9254456,8.585395,2014.534,4500,2014.534,4500,418.6371565,486.9254456,8.585395,2014.534,4500,2014.534,4500,418.6371565,486.9254456,8.585395,2014.534,4500,2014.534,4500,418.6371565,486.9254456
t3977,8.308282,1706.576,4500,1706.576,4500,414.3765867,629.7368164,8.308282,1706.576,4500,1706.576,4500,414.3765867,629.7368164,8.308282,1706.576,4500,1706.576,4500,414.3765867,629.7368164,8.308282,1706.576,4500,1706.576,4500,414.3765867,629.7368164
t3978,8.390881,654.5511,4500,654.5511,4500,409.4460607,896.7091064,8.390881,654.5511,4500,654.5511,4500,409.4460607,896.7091064,8.390881,654.5511,4500,654.5511,4500,409.4460607,896.7091064,8.390881,654.5511,4500,654.5511,4500,409.4460607,896.7091064
t3979,9.593664,0,4500,0,4500,405.7510793,1138.145508,9.593664,0,4500,0,4500,405.7510793,1138.145508,9.593664,0,4500,0,4500,405.7510793,1138.145508,9.593664,0,4500,0,4500,405.7510793,1138.145508
t3980,10.47067,0,4208.819,0,4208.819,420.2609956,1282.871582,10.47067,0,4208.819,0,4208.819,420.2609956,1282.871582,10.47067,0,4208.819,0,4208.819,420.2609956,1282.871582,10.47067,0,4208.819,0,4208.819,420.2609956,1282.871582
t3981,9.752046,0,2597.699,0,2597.699,434.5118403,1105.290161,9.752046,0,2597.699,0,2597.699,434.5118403,1105.290161,9.752046,0,2597.699,0,2597.699,434.5118403,1105.290161,9.752046,0,2597.699,0,2597.699,434.5118403,1105.290161
t3982,9.358497,0,1381.117,0,1381.117,448.9354491,1085.524048,9.358497,0,1381.117,0,1381.117,448.9354491,1085.524048,9.358497,0,1381.117,0,1381.117,448.9354491,1085.524048,9.358497,0,1381.117,0,1381.117,448.9354491,1085.524048
t3983,8.473647,0,1106.813,0,1106.813,458.3976567,653.0908813,8.473647,0,1106.813,0,1106.813,458.3976567,653.0908813,8.473647,0,1106.813,0,1106.813,458.3976567,653.0908813,8.473647,0,1106.813,0,1106.813,458.3976567,653.0908813
t3984,7.98453,0,218.512,0,218.512,466.2947953,508.9911804,7.98453,0,218.512,0,218.512,466.2947953,508.9911804,7.98453,0,218.512,0,218.512,466.2947953,508.9911804,7.98453,0,218.512,0,218.512,466.2947953,508.9911804
t3985,7.685796,0,360.159,0,360.159,470.604986,655.8300171,7.685796,0,360.159,0,360.159,470.604986,655.8300171,7.685796,0,360.159,0,360.159,470.604986,655.8300171,7.685796,0,360.159,0,360.159,470.604986,655.8300171
t3986,7.571654,0,0,0,0,473.2635915,728.8599854,7.571654,0,0,0,0,473.2635915,728.8599854,7.571654,0,0,0,0,473.2635915,728.8599854,7.571654,0,0,0,0,473.2635915,728.8599854
t3987,7.489568,0,0,0,0,475.9222269,615.9440308,7.489568,0,0,0,0,475.9222269,615.9440308,7.489568,0,0,0,0,475.9222269,615.9440308,7.489568,0,0,0,0,475.9222269,615.9440308
t3988,7.467305,0,0,0,0,481.8429649,535.2266235,7.467305,0,0,0,0,481.8429649,535.2266235,7.467305,0,0,0,0,481.8429649,535.2266235,7.467305,0,0,0,0,481.8429649,535.2266235
t3989,7.444366,0,0,0,0,483.0910563,896.6051636,7.444366,0,0,0,0,483.0910563,896.6051636,7.444366,0,0,0,0,483.0910563,896.6051636,7.444366,0,0,0,0,483.0910563,896.6051636
t3990,7.757774,0,320.4297,0,320.4297,484.3391776,1079.638062,7.757774,0,320.4297,0,320.4297,484.3391776,1079.638062,7.757774,0,320.4297,0,320.4297,484.3391776,1079.638062,7.757774,0,320.4297,0,320.4297,484.3391776,1079.638062
t3991,8.001774,0,182.1919,0,182.1919,485.5872691,1109.883789,8.001774,0,182.1919,0,182.1919,485.5872691,1109.883789,8.001774,0,182.1919,0,182.1919,485.5872691,1109.883789,8.001774,0,182.1919,0,182.1919,485.5872691,1109.883789
t3992,8.263913,933.7562,0,933.7562,0,485.7655466,830.4287109,8.263913,933.7562,0,933.7562,0,485.7655466,830.4287109,8.263913,933.7562,0,933.7562,0,485.7655466,830.4287109,8.263913,933.7562,0,933.7562,0,485.7655466,830.4287109
t3993,8.085616,1603.52,331.6786,1603.52,331.6786,487.5715077,715.3781738,8.085616,1603.52,331.6786,1603.52,331.6786,487.5715077,715.3781738,8.085616,1603.52,331.6786,1603.52,331.6786,487.5715077,715.3781738,8.085616,1603.52,331.6786,1603.52,331.6786,487.5715077,715.3781738
t3994,8.170089,2692.75,1281.729,2692.75,1281.729,489.3774688,919.6321411,8.170089,2692.75,1281.729,2692.75,1281.729,489.3774688,919.6321411,8.170089,2692.75,1281.729,2692.75,1281.729,489.3774688,919.6321411,8.170089,2692.75,1281.729,2692.75,1281.729,489.3774688,919.6321411
t3995,8.083395,3280.466,681.0085,3280.466,681.0085,490.2635813,2111.852539,8.083395,3280.466,681.0085,3280.466,681.0085,490.2635813,2111.852539,8.083395,3280.466,681.0085,3280.466,681.0085,490.2635813,2111.852539,8.083395,3280.466,681.0085,3280.466,681.0085,490.2635813,2111.852539
t3996,7.967384,3827.978,1305.324,3827.978,1305.324,491.1496937,907.9442139,7.967384,3827.978,1305.324,3827.978,1305.324,491.1496937,907.9442139,7.967384,3827.978,1305.324,3827.978,1305.324,491.1496937,907.9442139,7.967384,3827.978,1305.324,3827.978,1305.324,491.1496937,907.9442139
t3997,7.830173,4283.263,1192.676,4283.263,1192.676,491.4658964,837.7692871,7.830173,4283.263,1192.676,4283.263,1192.676,491.4658964,837.7692871,7.830173,4283.263,1192.676,4283.263,1192.676,491.4658964,837.7692871,7.830173,4283.263,1192.676,4283.263,1192.676,491.4658964,837.7692871
t3998,8.124753,3722.869,712.9517,3722.869,712.9517,489.926517,1842.299438,8.124753,3722.869,712.9517,3722.869,712.9517,489.926517,1842.299438,8.124753,3722.869,712.9517,3722.869,712.9517,489.926517,1842.299438,8.124753,3722.869,712.9517,3722.869,712.9517,489.926517,1842.299438
t3999,8.072864,3150.354,1725.781,3150.354,1725.781,489.2295599,1923.685913,8.072864,3150.354,1725.781,3150.354,1725.781,489.2295599,1923.685913,8.072864,3150.354,1725.781,3150.354,1725.781,489.2295599,1923.685913,8.072864,3150.354,1725.781,3150.354,1725.781,489.2295599,1923.685913
t4000,8.246332,2530.151,1565.697,2530.151,1565.697,487.8883958,1262.26062,8.246332,2530.151,1565.697,2530.151,1565.697,487.8883958,1262.26062,8.246332,2530.151,1565.697,2530.151,1565.697,487.8883958,1262.26062,8.246332,2530.151,1565.697,2530.151,1565.697,487.8883958,1262.26062
t4001,8.483662,1471.698,2518.745,1471.698,2518.745,479.6834588,1446.765747,8.483662,1471.698,2518.745,1471.698,2518.745,479.6834588,1446.765747,8.483662,1471.698,2518.745,1471.698,2518.745,479.6834588,1446.765747,8.483662,1471.698,2518.745,1471.698,2518.745,479.6834588,1446.765747
t4002,8.607387,445.3168,2855.081,445.3168,2855.081,471.4785218,1509.675415,8.607387,445.3168,2855.081,445.3168,2855.081,471.4785218,1509.675415,8.607387,445.3168,2855.081,445.3168,2855.081,471.4785218,1509.675415,8.607387,445.3168,2855.081,445.3168,2855.081,471.4785218,1509.675415
t4003,9.912118,0,1611.129,0,1611.129,463.2735848,1678.324585,9.912118,0,1611.129,0,1611.129,463.2735848,1678.324585,9.912118,0,1611.129,0,1611.129,463.2735848,1678.324585,9.912118,0,1611.129,0,1611.129,463.2735848,1678.324585
t4004,10.65541,0,804.8073,0,804.8073,453.9804757,1932.597534,10.65541,0,804.8073,0,804.8073,453.9804757,1932.597534,10.65541,0,804.8073,0,804.8073,453.9804757,1932.597534,10.65541,0,804.8073,0,804.8073,453.9804757,1932.597534
t4005,10.28785,0,1174.764,0,1174.764,448.8544464,1671.463257,10.28785,0,1174.764,0,1174.764,448.8544464,1671.463257,10.28785,0,1174.764,0,1174.764,448.8544464,1671.463257,10.28785,0,1174.764,0,1174.764,448.8544464,1671.463257
t4006,9.146064,0,849.3917,0,849.3917,443.7284172,1458.76062,9.146064,0,849.3917,0,849.3917,443.7284172,1458.76062,9.146064,0,849.3917,0,849.3917,443.7284172,1458.76062,9.146064,0,849.3917,0,849.3917,443.7284172,1458.76062
t4007,8.546906,0,838.31,0,838.31,439.9287403,1497.693359,8.546906,0,838.31,0,838.31,439.9287403,1497.693359,8.546906,0,838.31,0,838.31,439.9287403,1497.693359,8.546906,0,838.31,0,838.31,439.9287403,1497.693359
t4008,8.166096,0,493.4228,0,493.4228,434.2327714,1078.497925,8.166096,0,493.4228,0,493.4228,434.2327714,1078.497925,8.166096,0,493.4228,0,493.4228,434.2327714,1078.497925,8.166096,0,493.4228,0,493.4228,434.2327714,1078.497925
t4009,8.021838,0,140.8563,0,140.8563,427.8257787,636.1216431,8.021838,0,140.8563,0,140.8563,427.8257787,636.1216431,8.021838,0,140.8563,0,140.8563,427.8257787,636.1216431,8.021838,0,140.8563,0,140.8563,427.8257787,636.1216431
t4010,7.86451,0,158.0958,0,158.0958,418.9339578,522.8709717,7.86451,0,158.0958,0,158.0958,418.9339578,522.8709717,7.86451,0,158.0958,0,158.0958,418.9339578,522.8709717,7.86451,0,158.0958,0,158.0958,418.9339578,522.8709717
t4011,7.371728,0,411.2048,0,411.2048,410.0421369,396.2755432,7.371728,0,411.2048,0,411.2048,410.0421369,396.2755432,7.371728,0,411.2048,0,411.2048,410.0421369,396.2755432,7.371728,0,411.2048,0,411.2048,410.0421369,396.2755432
t4012,7.353915,0,1170.954,0,1170.954,401.150316,327.4921265,7.353915,0,1170.954,0,1170.954,401.150316,327.4921265,7.353915,0,1170.954,0,1170.954,401.150316,327.4921265,7.353915,0,1170.954,0,1170.954,401.150316,327.4921265
t4013,7.388392,0,2049.433,0,2049.433,393.2488561,273.4279785,7.388392,0,2049.433,0,2049.433,393.2488561,273.4279785,7.388392,0,2049.433,0,2049.433,393.2488561,273.4279785,7.388392,0,2049.433,0,2049.433,393.2488561,273.4279785
t4014,7.499878,0,1202.944,0,1202.944,385.178566,297.3643799,7.499878,0,1202.944,0,1202.944,385.178566,297.3643799,7.499878,0,1202.944,0,1202.944,385.178566,297.3643799,7.499878,0,1202.944,0,1202.944,385.178566,297.3643799
t4015,7.915491,0,1626.189,0,1626.189,375.9764731,302.0318298,7.915491,0,1626.189,0,1626.189,375.9764731,302.0318298,7.915491,0,1626.189,0,1626.189,375.9764731,302.0318298,7.915491,0,1626.189,0,1626.189,375.9764731,302.0318298
t4016,8.028374,293.4922,1065.861,293.4922,1065.861,368.9844012,239.3840485,8.028374,293.4922,1065.861,293.4922,1065.861,368.9844012,239.3840485,8.028374,293.4922,1065.861,293.4922,1065.861,368.9844012,239.3840485,8.028374,293.4922,1065.861,293.4922,1065.861,368.9844012,239.3840485
t4017,8.018032,1548.545,2048.618,1548.545,2048.618,362.2125983,147.5381775,8.018032,1548.545,2048.618,1548.545,2048.618,362.2125983,147.5381775,8.018032,1548.545,2048.618,1548.545,2048.618,362.2125983,147.5381775,8.018032,1548.545,2048.618,1548.545,2048.618,362.2125983,147.5381775
t4018,8.111839,2623.469,2116.214,2623.469,2116.214,355.4407954,80.2063446,8.111839,2623.469,2116.214,2623.469,2116.214,355.4407954,80.2063446,8.111839,2623.469,2116.214,2623.469,2116.214,355.4407954,80.2063446,8.111839,2623.469,2116.214,2623.469,2116.214,355.4407954,80.2063446
t4019,7.956719,2716.715,2096.842,2716.715,2096.842,348.8120437,259.5566711,7.956719,2716.715,2096.842,2716.715,2096.842,348.8120437,259.5566711,7.956719,2716.715,2096.842,2716.715,2096.842,348.8120437,259.5566711,7.956719,2716.715,2096.842,2716.715,2096.842,348.8120437,259.5566711
t4020,8.184964,3776.189,4428.911,3776.189,4428.911,342.1832919,180.7614136,8.184964,3776.189,4428.911,3776.189,4428.911,342.1832919,180.7614136,8.184964,3776.189,4428.911,3776.189,4428.911,342.1832919,180.7614136,8.184964,3776.189,4428.911,3776.189,4428.911,342.1832919,180.7614136
t4021,8.226521,3075.653,4418.089,3075.653,4418.089,335.5545402,106.6579285,8.226521,3075.653,4418.089,3075.653,4418.089,335.5545402,106.6579285,8.226521,3075.653,4418.089,3075.653,4418.089,335.5545402,106.6579285,8.226521,3075.653,4418.089,3075.653,4418.089,335.5545402,106.6579285
t4022,8.162677,2823.333,4500,2823.333,4500,327.8531432,77.91899872,8.162677,2823.333,4500,2823.333,4500,327.8531432,77.91899872,8.162677,2823.333,4500,2823.333,4500,327.8531432,77.91899872,8.162677,2823.333,4500,2823.333,4500,327.8531432,77.91899872
t4023,8.436962,3196.375,4500,3196.375,4500,320.0599551,87.09267426,8.436962,3196.375,4500,3196.375,4500,320.0599551,87.09267426,8.436962,3196.375,4500,3196.375,4500,320.0599551,87.09267426,8.436962,3196.375,4500,3196.375,4500,320.0599551,87.09267426
t4024,8.528449,1894.67,4500,1894.67,4500,312.266618,61.34467697,8.528449,1894.67,4500,1894.67,4500,312.266618,61.34467697,8.528449,1894.67,4500,1894.67,4500,312.266618,61.34467697,8.528449,1894.67,4500,1894.67,4500,312.266618,61.34467697
t4025,8.890223,1179.128,3033.833,1179.128,3033.833,307.1246445,55.26926041,8.890223,1179.128,3033.833,1179.128,3033.833,307.1246445,55.26926041,8.890223,1179.128,3033.833,1179.128,3033.833,307.1246445,55.26926041,8.890223,1179.128,3033.833,1179.128,3033.833,307.1246445,55.26926041
t4026,8.586039,364.3412,3864.259,364.3412,3864.259,301.982671,0,8.586039,364.3412,3864.259,364.3412,3864.259,301.982671,0,8.586039,364.3412,3864.259,364.3412,3864.259,301.982671,0,8.586039,364.3412,3864.259,364.3412,3864.259,301.982671,0
t4027,9.760524,0,4215.154,0,4215.154,296.8406975,41.59029007,9.760524,0,4215.154,0,4215.154,296.8406975,41.59029007,9.760524,0,4215.154,0,4215.154,296.8406975,41.59029007,9.760524,0,4215.154,0,4215.154,296.8406975,41.59029007
t4028,10.37949,0,2928.106,0,2928.106,293.5787141,56.33341217,10.37949,0,2928.106,0,2928.106,293.5787141,56.33341217,10.37949,0,2928.106,0,2928.106,293.5787141,56.33341217,10.37949,0,2928.106,0,2928.106,293.5787141,56.33341217
t4029,9.95954,0,234.7034,0,234.7034,290.3167307,77.95536804,9.95954,0,234.7034,0,234.7034,290.3167307,77.95536804,9.95954,0,234.7034,0,234.7034,290.3167307,77.95536804,9.95954,0,234.7034,0,234.7034,290.3167307,77.95536804
