,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t1364,13.9861,0,2038.677,0,2038.677,360.3359759,1279.72937,61699
t1365,13.50009,0,932.722,0,932.722,364.6395802,966.6201782,58677
t1366,12.49247,0,971.1968,0,971.1968,368.9760566,741.3245239,56147
t1367,11.197,0,4314.237,0,4314.237,363.2654846,655.4686279,53748
t1368,10.26074,0,4134.834,0,4134.834,357.5548828,848.0306396,50278
t1369,9.765619,0,2650.465,0,2650.465,351.844281,910.6412354,47595
t1370,9.536594,0,2439.892,0,2439.892,347.3886251,876.6700439,45859
t1371,9.3953,0,1664.302,0,1664.302,342.9329693,847.2110596,44462
t1372,9.383521,0,1553.428,0,1553.428,338.4773135,837.4421387,44473
t1373,9.407896,0,1805.682,0,1805.682,334.7876072,803.9052734,45774
t1374,9.150526,0,1639.615,0,1639.615,331.0979009,759.0844727,48298
t1375,9.025904,0,4443.432,0,4443.432,327.4081945,649.5783081,54395
t1376,8.582815,617.6975,3538.902,617.6975,3538.902,325.3310025,516.0302124,58789
t1377,8.28159,1745.749,2717.793,1745.749,2717.793,323.2537806,424.7422485,60376
t1378,7.695961,2879.235,2707.823,2879.235,2707.823,321.1708963,342.1654663,60989
t1379,7.866573,3443.583,4500,3443.583,4500,319.8183477,259.5213928,61542
t1380,7.686763,4155.193,4500,4155.193,4500,318.4657991,145.3783569,61877
t1381,7.57883,4481.387,4500,4481.387,4500,317.1132505,151.3547058,61372
t1382,7.886767,4443.89,4500,4443.89,4500,315.6104088,220.1698761,60777
t1383,7.791224,3521.071,4500,3521.071,4500,314.1075969,179.8741455,59238
t1384,8.752255,3336.601,4500,3336.601,4500,312.6047552,124.2081146,58751
t1385,9.165431,2248.117,4500,2248.117,4500,309.1576099,150.7105865,57533
t1386,9.71239,1459.742,0,1459.742,0,305.7104647,301.3609619,57746
t1387,11.09033,359.6173,4500,359.6173,4500,302.2633195,513.442749,59730
t1388,11.69684,0,4500,0,4500,300.1115918,657.383667,59028
t1389,11.03816,0,4500,0,4500,297.9598641,594.8312988,55914
t1390,10.27474,0,4291.324,0,4291.324,295.8081067,618.5717773,53401
t1391,9.731757,0,578.0541,0,578.0541,286.3954902,451.6538391,51988
t1392,9.41184,0,863.5994,0,863.5994,277.6026726,448.8752747,49186
t1393,9.004292,0,2089.682,0,2089.682,268.8098848,352.6579285,46774
t1394,8.816171,0,1758.056,0,1758.056,266.9945061,341.7332764,45277
t1395,8.820286,0,153.4254,0,153.4254,265.1791275,230.0878754,44402
t1396,8.961406,0,936.5341,0,936.5341,263.3637488,0,43896
t1397,9.152015,0,3656.568,0,3656.568,261.8264556,0,43556
t1398,9.735977,0,2916.552,0,2916.552,260.2891326,0,43535
t1399,9.700639,0,1934.293,0,1934.293,258.7518394,0,44137
t1400,10.17192,596.1663,2984.086,596.1663,2984.086,259.6738935,0,45955
t1401,10.62554,1851.455,2471.947,1851.455,2471.947,260.5959475,0,48510
t1402,10.48617,2768.573,2336.614,2768.573,2336.614,261.5180016,0,50553
t1403,11.73308,3213.444,4500,3213.444,4500,258.61305,0,51754
t1404,12.11775,4072.492,4500,4072.492,4500,255.6776404,0,52765
t1405,12.84443,4361.711,4500,4361.711,4500,252.6389658,0,52781
t1406,11.42449,4355.936,4146.991,4355.936,4146.991,250.0233352,0,51081
t1407,12.33644,3822.26,1685.404,3822.26,1685.404,247.4076748,0,49736
t1408,11.80491,3129.155,4225.89,3129.155,4225.89,244.7920442,0,48989
t1409,10.92672,2552.782,4013.484,2552.782,4013.484,242.308557,0,48688
t1410,11.11496,1291.099,4500,1291.099,4500,239.8250848,0,49599
t1411,12.65281,367.2081,4500,367.2081,4500,237.3416126,0,53121
t1412,13.64427,0,4500,0,4500,236.6535515,0,52998
t1413,12.91874,0,4500,0,4500,235.9655052,0,50570
t1414,11.27016,0,4500,0,4500,235.2774441,132.4591064,49311
t1415,10.28691,0,4500,0,4500,235.6467396,87.31010437,48959
t1416,9.762223,0,4500,0,4500,236.01605,128.9944153,46943
t1417,9.328958,0,4500,0,4500,236.3390177,222.2810364,44151
t1418,9.297304,0,4500,0,4500,237.1513993,292.0608826,42261
t1419,9.262054,0,4500,0,4500,237.9637808,250.3855133,41187
t1420,9.239975,0,4500,0,4500,238.7761772,368.7839355,40975
t1421,9.392156,0,4500,0,4500,239.7266477,354.5014648,41145
t1422,9.990508,0,3529.898,0,3529.898,240.6771332,324.1068115,40757
t1423,9.722485,0,4500,0,4500,241.6276187,311.7443542,40485
t1424,9.96307,552.6346,4500,552.6346,4500,241.8826967,324.8651733,41510
t1425,11.03286,1432.335,4500,1432.335,4500,242.0853525,273.8962097,44021
t1426,10.6664,2766.976,4500,2766.976,4500,242.2880083,208.0315704,47455
t1427,12.29474,3734.634,4202.159,3734.634,4202.159,242.3586696,253.8902283,49560
t1428,10.19122,4212.461,4312.821,4212.461,4312.821,242.4293309,345.5207825,51513
t1429,10.22448,4204.089,4250.579,4204.089,4250.579,242.4999774,550.532959,51427
t1430,11.0914,3447.808,4500,3447.808,4500,243.9137846,723.5198975,49847
t1431,11.72957,3475.564,4500,3475.564,4500,244.1497147,806.0864868,48564
t1432,11.63992,3068.904,4500,3068.904,4500,243.6339706,732.1125488,47517
t1433,10.87172,2500.96,1907.369,2500.96,1907.369,243.4777766,755.8911743,46813
t1434,10.56429,1484.039,2780.297,1484.039,2780.297,243.3215827,784.6497803,48001
t1435,12.63309,356.6304,3698.812,356.6304,3698.812,243.1654036,895.1749878,51203
t1436,13.27301,0,4500,0,4500,244.6199954,868.3653564,50445
t1437,12.44741,0,3443.661,0,3443.661,246.074602,802.6138306,49059
t1438,11.01593,0,4459.367,0,4459.367,247.5292087,839.0794067,47990
t1439,10.39761,0,4500,0,4500,247.4367768,1372.172119,48093
t1440,9.862527,0,4500,0,4500,246.7701435,1279.657471,45297
t1441,9.586288,0,4500,0,4500,246.1034954,1090.666504,43261
t1442,9.268164,0,4500,0,4500,248.2032329,736.697937,42523
t1443,9.123827,0,4500,0,4500,250.3029406,682.8512573,41982
t1444,9.179639,0,1911.136,0,1911.136,252.402693,662.3969116,42354
t1445,9.294228,0,4500,0,4500,261.0097528,517.5214844,44714
t1446,9.752894,0,4500,0,4500,269.6168423,397.9629211,48606
t1447,9.460225,0,3772.19,0,3772.19,278.2239318,333.4645691,55597
t1448,10.87896,365.9542,3629.584,365.9542,3629.584,287.4911427,232.1784363,59766
t1449,11.07858,556.6185,293.3565,556.6185,293.3565,297.760129,87.6394043,61557
t1450,10.04581,530.412,0,530.412,0,307.6409698,0,62139
t1451,10.2916,952.5668,162.0069,952.5668,162.0069,313.0305111,0,62887
t1452,9.595305,628.5139,0,628.5139,0,317.5314665,51.13258743,64167
t1453,9.663887,1296.792,366.1187,1296.792,366.1187,322.032392,163.8484802,63728
t1454,10.52804,742.984,767.5858,742.984,767.5858,323.9180744,298.5250854,63389
t1455,10.82744,686.9833,0,686.9833,0,325.8037567,354.6650085,62169
t1456,11.66426,482.8804,0,482.8804,0,327.6894093,357.3867493,62021
t1457,11.40879,233.8307,0,233.8307,0,331.3916326,321.6509399,60704
t1458,11.15154,411.5568,0,411.5568,0,335.0938559,321.0463562,59799
t1459,13.55372,378.3067,715.2976,378.3067,715.2976,338.7960494,504.1278076,61355
t1460,14.06384,0,384.5301,0,384.5301,343.565166,887.3563232,61272
t1461,12.99095,0,469.8861,0,469.8861,348.06481,1255.54834,58009
t1462,11.60414,0,0,0,0,352.5644243,1632.576172,56115
t1463,10.47164,0,0,0,0,343.477726,1864.248047,54395
t1464,9.944564,0,0,0,0,334.3909979,2754.166748,51282
t1465,9.574021,0,0,0,0,325.3042698,3420.269531,49225
t1466,9.3898,0,0,0,0,334.9203765,4185.925781,47859
t1467,9.389015,0,0,0,0,344.5364833,3990.740234,46575
t1468,9.339818,0,0,0,0,354.7289073,4757.402832,47002
t1469,9.504287,0,170.5227,0,170.5227,370.301038,4840.155273,47587
t1470,9.921743,0,206.0806,0,206.0806,385.6517971,3960.767578,49581
t1471,9.782636,0,355.7684,0,355.7684,401.1566341,4352.582031,55073
t1472,10.3085,57.97926,833.8761,57.97926,833.8761,412.0731056,4125.881836,58843
t1473,11.02969,14.93207,399.5177,14.93207,399.5177,422.9895771,3761.403809,60580
t1474,10.83874,328.9459,96.94978,328.9459,96.94978,433.9060485,3454.190674,60979
t1475,10.78959,507.5865,660.6975,507.5865,660.6975,459.5023394,3335.259033,62681
t1476,9.602694,424.762,698.6584,424.762,698.6584,481.9176793,3520.771484,63691
t1477,10.94447,634.7012,863.5828,634.7012,863.5828,492.5361276,5000,63354
t1478,11.6122,1143.733,1143.5,1143.733,1143.5,492.6003516,5000,62754
t1479,12.21448,695.5875,2434.434,695.5875,2434.434,493.1602478,5000,60433
t1480,12.45511,1128.411,2424.797,1128.411,2424.797,491.8043911,5000,59679
t1481,11.53652,512.0112,2943.724,512.0112,2943.724,489.3585742,5000,58682
t1482,11.38084,708.4406,3661.487,708.4406,3661.487,486.9127572,5000,58861
t1483,13.80849,354.4661,2515.558,354.4661,2515.558,484.4669402,5000,61251
t1484,14.05925,0,1453.699,0,1453.699,482.667774,5000,61285
t1485,12.95682,0,3519.033,0,3519.033,482.88849,5000,58297
t1486,11.52854,0,1156.172,0,1156.172,484.6694469,5000,55614
t1487,10.50366,0,416.9807,0,416.9807,486.2795472,5000,53540
t1488,9.803133,0,225.0951,0,225.0951,485.9187901,5000,50101
t1489,9.450667,0,245.0852,0,245.0852,485.1960242,5000,47630
t1490,9.266636,0,855.6302,0,855.6302,484.7867191,5000,46286
t1491,9.221786,0,4500,0,4500,484.3773842,5000,45364
t1492,9.326634,0,2102.24,0,2102.24,484.6084118,5000,45818
t1493,9.427648,0,3598.787,0,3598.787,487.1032834,3108.739502,47032
t1494,9.740201,0,984.8155,0,984.8155,489.5981252,2154.456543,49492
t1495,9.4229,0,879.0743,0,879.0743,492.0929968,1493.808838,55495
t1496,9.822854,181.3294,444.4332,181.3294,444.4332,494.8401749,1214.66748,59399
t1497,10.17008,845.344,1015.431,845.344,1015.431,497.587353,1610.936401,61039
t1498,10.16183,1448.156,2833.795,1448.156,2833.795,500,1210.975586,61638
t1499,10.0494,1048.874,2974.082,1048.874,2974.082,495.8584309,151.9337769,63343
t1500,9.590385,1364.759,4500,1364.759,4500,489.7170365,145.3234406,63617
t1501,10.3349,727.7675,4500,727.7675,4500,483.8682115,100.6880341,64059
t1502,10.71155,1408.333,4500,1408.333,4500,481.1241925,174.3341675,63992
t1503,11.64687,2222.325,3052.218,2222.325,3052.218,478.3802032,430.7138977,62497
t1504,11.27456,2312.169,316.1877,2312.169,316.1877,475.6361842,1084.643066,61534
t1505,11.13753,831.7977,2199.252,831.7977,2199.252,475.6773114,1634.904907,60105
t1506,11.22857,489.5851,1331.887,489.5851,1331.887,475.7184386,1729.437866,59858
t1507,13.45107,363.0528,1185.179,363.0528,1185.179,475.7595956,2674.689453,62701
t1508,13.69133,0,4244.177,0,4244.177,474.9512374,3593.414063,63378
t1509,12.6937,0,328.5262,0,328.5262,474.4451344,4823.033203,60292
t1510,11.74716,0,1142.235,0,1142.235,473.9390016,5000,57376
t1511,10.78449,0,2342.293,0,2342.293,470.380187,5000,55090
t1512,10.18478,0,4500,0,4500,466.8213725,5000,51541
t1513,9.744428,0,4500,0,4500,463.2625282,5000,48447
t1514,9.535783,0,4500,0,4500,462.9510045,5000,46626
t1515,9.355378,0,4500,0,4500,462.6395106,5000,45674
t1516,9.269693,0,3561.406,0,3561.406,462.327987,5000,45873
t1517,9.362397,0,1294.921,0,1294.921,474.39152,5000,46723
t1518,9.181137,0,1197.006,0,1197.006,484.8713577,5000,49070
t1519,8.951464,0,1178.562,0,1178.562,495.3512251,5000,54683
t1520,9.573203,220.2453,101.0413,220.2453,101.0413,496.1516857,5000,58540
t1521,9.816844,979.5828,299.9587,979.5828,299.9587,496.9521463,5000,60448
t1522,9.548766,1705.646,302.2691,1705.646,302.2691,497.7526367,5000,60759
t1523,9.900766,1522.136,4500,1522.136,4500,494.4984317,5000,61441
t1524,9.150526,2207.75,4500,2207.75,4500,493.6623275,5000,61687
t1525,9.636503,1009.626,2477.696,1009.626,2477.696,493.6085939,5000,61399
t1526,9.752046,1982.218,2216.667,1982.218,2216.667,492.8896427,5000,61596
t1527,9.992282,1739.251,1960.266,1739.251,1960.266,492.1707213,5000,60336
t1528,10.06018,1226.691,4500,1226.691,4500,491.981566,5000,59150
t1529,10.32451,1361.266,4492.217,1361.266,4492.217,492.2849834,5000,57999
t1530,10.60572,684.7816,4500,684.7816,4500,492.5884008,5000,57974
t1531,13.11215,276.8741,849.8204,276.8741,849.8204,492.8918183,4789.891602,60526
t1532,13.49287,0,1298.862,0,1298.862,494.8474765,4372.824707,60735
t1533,12.80415,0,1197.217,0,1197.217,495.8330393,3220.994141,57635
t1534,11.74246,0,3499.749,0,3499.749,496.072948,2318.286621,55069
t1535,10.62654,0,4500,0,4500,495.1485395,2352.138672,53211
t1536,9.815986,0,2469.406,0,2469.406,494.2241311,1797.77417,50199
t1537,9.418156,0,4178.425,0,4178.425,492.8661585,1565.280029,47344
t1538,9.157972,0,2657.415,0,2657.415,490.3754294,1496.428467,45831
t1539,9.028794,0,2787.998,0,2787.998,483.2060039,1645.118774,45103
t1540,9.097295,0,1314.094,0,1314.094,467.7699804,1635.456299,45261
t1541,9.052715,0,800.1498,0,800.1498,461.0178471,1673.256958,46203
t1542,8.865847,0,4433.156,0,4433.156,454.2657137,1861.12854,48375
t1543,8.965675,0,1205.363,0,1205.363,447.5135505,2004.084961,54063
t1544,9.268929,360.7718,3626.316,360.7718,3626.316,444.0663755,1847.355835,57825
t1545,8.810689,820.095,3158.618,820.095,3158.618,440.6192005,1358.377441,59898
t1546,7.953527,2407.753,1269.519,2407.753,1269.519,437.1719956,1128.355713,60586
t1547,7.934975,3702.806,323.4128,3702.806,323.4128,434.7805679,573.5880737,61080
t1548,7.719831,4126.816,420.3617,4126.816,420.3617,432.3891401,659.5444946,61561
t1549,7.756286,3864.136,306.9737,3864.136,306.9737,429.9977124,637.760437,61315
t1550,8.263913,4583.493,1010.793,4583.493,1010.793,431.4617217,606.5335083,60030
t1551,8.098979,4109.657,1555.202,4109.657,1555.202,432.9257309,715.1625977,58433
t1552,8.962828,3175.802,574.8292,3175.802,574.8292,434.3897402,707.4304199,57370
t1553,9.441922,2512.875,199.7616,2512.875,199.7616,430.4456115,679.3076172,56268
t1554,9.790312,1166.77,113.8522,1166.77,113.8522,426.5014827,704.4083862,56282
t1555,11.69334,420.1768,382.5552,420.1768,382.5552,422.5573838,800.6942139,58491
t1556,12.03925,0,248.1983,0,248.1983,420.2177823,1122.274902,58428
t1557,11.30759,0,290.8,0,290.8,417.8781807,1694.266357,55379
t1558,10.41962,0,822.7374,0,822.7374,415.538609,2107.717285,52892
t1559,9.800566,0,747.1141,0,747.1141,422.5054085,1890.84668,51075
t1560,9.334385,0,615.2177,0,615.2177,429.2523265,1941.028564,48230
t1561,9.049082,0,558.0155,0,558.0155,434.8805249,1733.985107,45917
t1562,8.860989,0,894.2028,0,894.2028,440.202862,1640.332886,44676
t1563,8.839551,0,4500,0,4500,445.5251992,1675.646606,43830
t1564,8.839551,0,1681.654,0,1681.654,450.8475363,1730.22998,43687
t1565,9.06655,0,0,0,0,460.8720243,1896.691528,43797
t1566,9.520412,0,248.9013,0,248.9013,470.8965421,1801.846191,44211
t1567,9.283477,0,1646.027,0,1646.027,478.0667126,1673.457153,44774
t1568,9.93841,373.4124,1657.482,373.4124,1657.482,479.5304239,1519.217651,46424
t1569,11.36969,1099.374,376.7882,1099.374,376.7882,481.3807011,1449.205933,48919
t1570,11.84169,1959.858,1603.333,1959.858,1603.333,485.0160182,1462.114014,51484
t1571,11.15693,3668.396,1542.89,3668.396,1542.89,487.1014655,1579.484741,52926
t1572,11.84645,3960.61,490.6924,3960.61,490.6924,489.1869128,1745.968262,53182
t1573,10.71155,4435.98,1036.046,4435.98,1036.046,491.2723601,1722.017822,52823
t1574,12.44227,4722.715,3432.244,4722.715,3432.244,487.7217412,1508.785522,51297
t1575,11.17964,4337.655,142.1222,4337.655,142.1222,484.1711521,1203.395142,49934
t1576,11.42,2843.095,623.8469,2843.095,623.8469,480.6205332,1018.474365,48599
t1577,10.78755,2070.736,1110.202,2070.736,1110.202,478.6729217,944.6027222,47568
t1578,10.9382,768.6866,569.7023,768.6866,569.7023,476.7766297,1035.984985,48548
t1579,13.19153,261.3123,673.0353,261.3123,673.0353,475.8095741,1201.832031,52023
t1580,13.64427,0,433.5607,0,433.5607,475.4475355,1332.124268,52757
t1581,12.41281,0,0,0,0,475.0854671,1414.467651,50040
t1582,11.18073,0,0,0,0,474.7234285,1453.992065,48370
t1583,10.41579,0,507.2461,0,507.2461,472.3241031,1397.079468,47926
t1584,9.760524,0,500.8885,0,500.8885,465.501368,1320.618896,45248
t1585,9.587927,0,0,0,0,458.6786628,1472.832764,42657
t1586,9.380386,0,491.2162,0,491.2162,450.7820308,1603.520874,40885
t1587,9.194645,0,2085.099,0,2085.099,442.8853691,1657.706299,40173
t1588,9.201414,0,3822.73,0,3822.73,434.9887371,1753.470947,40128
t1589,9.257477,0,4328.557,0,4328.557,425.6656468,1927.546021,40192
t1590,9.483406,0,4500,0,4500,415.6678021,2124.98291,40188
t1591,10.03149,0,4176.2,0,4176.2,404.9264789,2297.185059,39342
t1592,10.29535,560.9584,4500,560.9584,4500,395.2207863,2348.256592,40510
t1593,11.22203,1824.535,4500,1824.535,4500,385.9926164,2346.220459,42646
t1594,11.70501,2885.827,4500,2885.827,4500,377.2960007,2366.195801,44879
t1595,11.39089,3566.521,4500,3566.521,4500,372.4705279,1827.895874,46688
t1596,11.70034,4351.782,0,4351.782,0,367.6450849,1506.337646,47883
t1597,11.25152,4749.205,0,4749.205,0,362.8196418,1224.240356,47473
t1598,11.61797,4658.354,4500,4658.354,4500,359.2715859,1070.954834,45842
t1599,11.31643,3983.189,4500,3983.189,4500,355.522424,1041.049438,44317
t1600,12.11898,3365.984,4500,3365.984,4500,351.7732918,1064.800415,43422
t1601,11.47859,2442.198,0,2442.198,0,347.8598595,1140.050781,43244
t1602,10.8336,1062.22,4500,1062.22,4500,343.9464569,1105.713379,44885
t1603,10.99272,266.5411,4500,266.5411,4500,340.0330245,954.1218872,48931
t1604,12.95818,0,4500,0,4500,336.6857171,737.4803467,50418
t1605,12.71621,0,4500,0,4500,333.3384097,620.8048706,48057
t1606,11.63876,0,4500,0,4500,329.9911022,530.2686157,46716
t1607,10.60473,0,4479.173,0,4479.173,325.0584006,658.6771851,46919
t1608,9.855605,0,4500,0,4500,320.125699,674.7476807,44613
t1609,9.522028,0,4500,0,4500,315.1929975,717.5105591,42295
t1610,9.281177,0,4500,0,4500,313.6065602,798.4146729,41041
t1611,9.20292,0,4500,0,4500,312.0201528,1001.287231,40214
t1612,9.087021,0,4500,0,4500,310.4337156,1220.198975,40601
t1613,9.158718,0,4500,0,4500,311.7593229,1503.420654,42002
t1614,9.398445,0,4500,0,4500,313.0849004,1716.498901,45235
t1615,9.774971,0,3741.133,0,3741.133,314.4105077,1920.227051,52335
t1616,9.519605,629.8234,3083.427,629.8234,3083.427,316.3315952,1932.611694,56485
t1617,10.63847,1471.078,4500,1471.078,4500,318.2527125,1923.946777,58453
t1618,10.86036,2066.861,4500,2066.861,4500,320.1738,1958.284424,59030
t1619,10.65741,3521.715,4500,3521.715,4500,321.0022449,1397.655518,59821
t1620,11.53538,4170.8,4500,4170.8,4500,321.8306601,1216.812988,60742
t1621,11.10745,4684.035,1034.948,4684.035,1034.948,322.6590753,1015.159729,60165
t1622,11.94224,3735.741,3043.872,3735.741,3043.872,322.3256767,868.0611572,59634
t1623,12.07472,3576.518,987.0338,3576.518,987.0338,321.8636513,755.2272339,58621
t1624,12.13255,3039.868,2252.453,3039.868,2252.453,319.2779422,740.2071533,57816
t1625,11.8894,2273.09,1994.86,2273.09,1994.86,318.5960352,736.9348755,56380
t1626,11.28445,1203.29,3821.84,1203.29,3821.84,317.9141581,697.875061,56497
t1627,11.85002,253.3652,4500,253.3652,4500,317.2322512,730.5438232,59395
t1628,13.85635,0,4248.515,0,4248.515,307.0132434,822.2972412,60600
t1629,13.82492,0,2392.599,0,2392.599,290.882796,1002.348877,57380
t1630,12.45383,0,989.2234,0,989.2234,280.8642983,1031.929199,54689
t1631,11.31864,0,423.5683,0,423.5683,278.4208059,1164.200684,52238
t1632,10.52999,0,1860.312,0,1860.312,275.9773135,1079.676025,48873
t1633,9.956013,0,2332.246,0,2332.246,273.5338211,941.8487549,45990
t1634,9.590385,0,448.7977,0,448.7977,271.7327178,866.2811279,44205
t1635,9.40002,0,0,0,0,269.9317336,835.8410645,43770
t1636,9.25519,0,0,0,0,268.2643533,788.9647217,44190
t1637,9.187885,0,0,0,0,268.8820958,831.8361206,45357
t1638,9.355378,0,0,0,0,269.4998085,925.0100098,47708
t1639,10.12895,0,0,0,0,270.1175511,1147.367065,53964
t1640,10.75501,700.9052,0,700.9052,0,273.1559575,1476.741577,57928
t1641,11.21004,1848.03,533.9905,1848.03,533.9905,276.2699425,1519.451538,60231
t1642,11.95792,2491.452,269.7636,2491.452,269.7636,279.3839276,1459.520752,60322
t1643,11.65962,3190.645,303.7498,3190.645,303.7498,291.6273773,1133.357422,61344
t1644,12.32884,3983.87,239.1232,3983.87,239.1232,301.6247153,977.9078369,62388
t1645,12.17093,4403.425,846.2421,4403.425,846.2421,305.7344854,828.9992065,61671
t1646,12.88624,4228.477,4449.088,4228.477,4449.088,304.5121729,698.0389404,61301
t1647,13.10245,4036.3,2335.437,4036.3,2335.437,303.2898605,726.0777588,60361
t1648,12.03559,2952.42,1385.258,2952.42,1385.258,302.0675778,659.72229,59180
t1649,11.81202,1908.128,3288.08,1908.128,3288.08,302.0422161,553.9710693,57510
t1650,11.27346,1110.762,3911.698,1110.762,3911.698,300.1364768,497.0523682,57374
t1651,11.72957,289.0804,2858.303,289.0804,2858.303,297.1542776,483.7686462,59900
t1652,13.87886,0,4230.585,0,4230.585,297.9467511,524.588501,60945
t1653,13.52325,0,2157.761,0,2157.761,298.7785637,594.2780151,57279
t1654,12.35293,0,897.1519,0,897.1519,299.6103764,557.9662476,53773
t1655,11.31754,0,2620.273,0,2620.273,298.7265587,578.4178467,50818
t1656,10.43403,0,533.6754,0,533.6754,297.8427708,479.2618713,46573
t1657,9.803133,0,591.6472,0,591.6472,296.995759,352.4885864,43227
t1658,9.537404,0,388.7773,0,388.7773,296.2884009,285.0256958,41277
t1659,9.331283,0,312.2487,0,312.2487,295.5810726,367.8122253,40653
t1660,9.265872,0,192.818,0,192.818,294.8737144,580.9286499,41354
